post_title,group_name,discovered,description,website
https://clublin...,lockbit2,2022-05-18 13:42:03.300664,,
Mercyhurst.edu,lockbit2,2022-05-18 17:33:01.581702,,
clublinks.com.a...,lockbit2,2022-05-18 23:34:03.144933,,
Important announcement,lv,2022-05-19 05:33:13.267678,,
Higher School of the Public,vicesociety,2022-05-19 05:33:15.084145,,
Carmel College,vicesociety,2022-05-19 05:33:15.289145,,
Atlanta Perinatal Associates,vicesociety,2022-05-19 05:33:15.486300,,
http://wsretail...,lockbit2,2022-05-19 09:29:58.247871,,
Boom Logistics (boomlogistics.com.au),alphv,2022-05-19 10:30:47.209148,,
Contractors Pipe and Supply Corporation,blackbasta,2022-05-19 10:30:48.510574,,
fed-gmbh.de,lockbit2,2022-05-19 12:30:04.181436,,
gdctax.com.au,lockbit2,2022-05-19 12:30:04.583894,,
groupe-trouille...,lockbit2,2022-05-19 12:30:04.981456,,
Tri-Ko,hive,2022-05-19 14:28:58.002115,,
Magtek,lorenz,2022-05-19 17:48:42.218726,,
gymund.dk,lockbit2,2022-05-19 17:48:43.506990,,
skinnertrans.ne...,lockbit2,2022-05-19 17:48:44.718557,,
CARTEGRAPH,hive,2022-05-19 20:29:40.607341,,
EIITNET,hive,2022-05-19 20:29:41.211744,,
bata,lockbit2,2022-05-20 01:57:41.779543,,
morrisonexpress...,lockbit2,2022-05-20 09:28:07.436769,,
The Catholic Foundation,vicesociety,2022-05-20 13:42:42.600987,,
firbarcarolo.it,lockbit2,2022-05-20 16:24:37.956398,,
SPORTPLAZA,hive,2022-05-20 16:24:54.042720,,
de,lockbit2,2022-05-20 18:25:33.145849,,
salumificiovene...,lockbit2,2022-05-20 20:39:04.223733,,
bsm.upf.ed,lockbit2,2022-05-20 23:26:45.392034,,
Contraloría General de la República,blackbyte,2022-05-21 09:26:10.459144,,
Grupo Pavisa,blackbyte,2022-05-21 10:30:36.321923,,
focusadventure..,lockbit2,2022-05-21 15:32:16.621078,,
seatarrabida.pt,lockbit2,2022-05-22 11:23:58.597710,,
Elkuch Group,blackbasta,2022-05-22 14:30:33.226551,,
HEMERIA,snatch,2022-05-22 17:30:43.709580,,
reitzner,lockbit2,2022-05-22 18:28:41.669366,,
SYSOL,alphv,2022-05-22 18:28:57.666442,,
etrp,lockbit2,2022-05-23 03:49:10.902174,,
berschneider.de,lockbit2,2022-05-23 12:30:48.782171,,
Allcat Claims Service,conti,2022-05-23 13:41:33.141563,,
Pianca,conti,2022-05-23 13:41:36.689892,,
Omicron Consulting S.r.L,conti,2022-05-23 13:41:39.674818,,
Worksoft,conti,2022-05-23 13:41:42.355270,,
Alimentos y Frutos S.A.,conti,2022-05-23 13:41:44.977669,,
Agile Sourcing Partners,conti,2022-05-23 13:41:47.502583,,
Eurofred,conti,2022-05-23 13:41:50.616721,,
Concepts in Millwork,conti,2022-05-23 13:41:53.704549,,
Imenco AS,conti,2022-05-23 14:29:45.995355,,
Eurocept,quantum,2022-05-23 17:37:50.156245,,
Transsion Holdings,quantum,2022-05-23 18:27:43.145460,,
Active Communications International,quantum,2022-05-23 18:27:46.857558,,
"Germany Corporation ""VMT-GmbH"" Leaked",ragnarlocker,2022-05-23 21:28:43.369124,,
Imagen Television,alphv,2022-05-24 06:26:07.175952,,
virtus-advocate...,lockbit2,2022-05-24 09:24:38.260711,,
www.intertabak....,lockbit2,2022-05-24 11:29:32.912066,,
RateGain,conti,2022-05-24 13:39:12.403262,,
RateGain,hive,2022-05-24 14:28:18.985410,,
Allports Group,blackbasta,2022-05-24 14:28:25.237190,,
architectenbure...,lockbit2,2022-05-24 15:28:07.479982,,
erdwaerme-gruen...,lockbit2,2022-05-24 15:28:11.301158,,
kuwaitflourmill...,lockbit2,2022-05-24 15:28:14.675636,,
pet-link.com,lockbit2,2022-05-24 15:28:17.860426,,
https://www.vit...,lockbit2,2022-05-24 16:28:27.362540,,
vitalprev.com.b...,lockbit2,2022-05-24 16:28:32.036375,,
Schaumburg Park District,conti,2022-05-24 16:28:41.562468,,
Central Restaurant Products,conti,2022-05-24 16:28:44.758094,,
Mansfield Energy,kelvinsecurity,2022-05-24 20:35:17.573883,,
TRANSCONTRACT,kelvinsecurity,2022-05-24 20:35:19.562212,,
pointsbet.com,lockbit2,2022-05-25 03:09:34.614382,,
The Contact Company,conti,2022-05-25 05:35:16.685225,,
LCRD,conti,2022-05-25 05:35:18.950067,,
AGCO,blackbasta,2022-05-25 08:30:39.886059,,
Yachiyo Of America,hive,2022-05-25 13:47:10.078986,,
Huge iCloud Nudes Leak,darkleakmarket,2022-05-25 18:38:22.481043,,
IGHQ,hive,2022-05-25 19:35:01.234703,,
NUAIRE,hive,2022-05-25 19:35:04.010212,,
GUARDFUEL,hive,2022-05-25 20:33:37.765352,,
ChemStation International,hive,2022-05-26 04:32:05.666499,,
Guardian Fueling Technologies,hive,2022-05-26 04:32:08.239822,,
SOUCY,hive,2022-05-26 14:40:12.203607,,
edm-stone.com,lockbit2,2022-05-26 16:33:47.017597,,
Mebulbs,lorenz,2022-05-26 17:39:54.121377,,
"Lamborghini, Ferrari, Fiat Group, VAG, Brembo And data from other automobile concerns",everest,2022-05-26 19:39:54.881528,,
ils.theinnovate...,lockbit2,2022-05-26 20:28:28.387832,,
skinnertran,lockbit2,2022-05-27 04:14:10.219764,,
"Horwitz Law, Horwitz & Associates",alphv,2022-05-27 05:32:42.833919,,
kerrylog,lockbit2,2022-05-27 15:30:35.986230,,
Florida Department of Veterans&#39; Affairs,quantum,2022-05-27 16:25:59.084685,,
undefined,blackbasta,2022-05-28 19:36:22.179672,,
XEIAD,hive,2022-05-28 20:31:04.455876,,
Travira Air,hive,2022-05-28 20:31:10.018679,,
An International Maritime Company - Unpay,cheers,2022-05-29 08:39:38.872245,,
An Belgium Hospital - Unpay,cheers,2022-05-29 08:39:41.148763,,
An Financial Company - Paid,cheers,2022-05-29 08:39:43.238597,,
An Technology Company - Paid,cheers,2022-05-29 08:39:45.127483,,
BLAIR inc.,blackbasta,2022-05-29 10:26:51.188059,,
hospitalsanjose...,lockbit2,2022-05-29 14:29:17.983090,,
pauly.de,lockbit2,2022-05-29 14:29:21.355737,,
koenigstahl.pl,lockbit2,2022-05-29 18:29:43.134845,,
foxconnbc.com,lockbit2,2022-05-29 19:26:49.340178,,
gpmlife.com,lockbit2,2022-05-30 08:35:17.805150,,
tcpharmachem.co...,lockbit2,2022-05-30 09:32:01.249392,,
inla,lockbit2,2022-05-30 11:34:28.312260,,
intertabak.com,lockbit2,2022-05-30 14:33:47.110967,,
Whitehall. (OH),alphv,2022-05-30 18:36:25.918630,,
Klasner Solomon & Partners Chartered Professional Accountants,alphv,2022-05-30 18:36:28.254974,,
Caracol TV,hive,2022-05-30 22:28:17.090227,,
G&P Projects And Systems S.A.,hive,2022-05-30 22:28:20.006107,,
GREEN MOUNTAIN ELECTRIC SUPPLY (gmes.com),alphv,2022-05-31 12:37:42.818956,,
CMC Electronics,alphv,2022-05-31 14:29:28.693298,,
Westwood,lorenz,2022-05-31 16:28:30.453851,,
CAVENDERS,blackbasta,2022-05-31 21:26:59.152467,,
AMS-Gruppe,alphv,2022-06-01 09:31:57.120270,,
JBS TEXTILE GROUP,blackbasta,2022-06-01 09:32:00.883991,,
Groupe J.F. Nadeau Inc,blackbasta,2022-06-01 09:32:02.863568,,
Jonathan Adler Leaks,ragnarlocker,2022-06-01 13:52:17.784009,,
bradfo,lockbit2,2022-06-01 16:38:22.516027,,
"CICIS.COM- HACKED AND INFORMATION MORE THEN 120,000 CUSTOMERS LEAKED",lv,2022-06-01 23:34:19.582335,,
XYTECH - HACKED AND 650 GB DATA LEAKED,lv,2022-06-01 23:34:21.724594,,
Nelsonslaw LLP,alphv,2022-06-02 00:34:46.722996,,
cepima,lockbit2,2022-06-02 06:27:15.238138,,
hilltopconstruc,lockbit2,2022-06-02 07:29:49.123234,,
compagniedep,lockbit2,2022-06-02 08:31:31.851404,,
jewelry.or,lockbit2,2022-06-02 10:30:29.145872,,
closetheloopeu....,lockbit2,2022-06-02 15:45:44.092623,,
Alexandria. (LA),alphv,2022-06-02 17:49:38.817492,,
The De Montfort School,vicesociety,2022-06-02 23:27:17.454887,,
Acorn Recruitment,vicesociety,2022-06-02 23:27:19.806799,,
St Paul,vicesociety,2022-06-02 23:27:21.617609,,
sport,lockbit2,2022-06-03 20:28:44.056005,,
Sierra Packaging Leaked,ragnarlocker,2022-06-04 00:37:50.279588,,
Northeastern Technical College,suncrypt,2022-06-04 01:54:28.733578,,
familyclinicbri...,lockbit2,2022-06-04 07:30:50.489951,,
colonail.com,lockbit2,2022-06-04 10:26:59.075233,,
ora.com,lockbit2,2022-06-04 10:27:02.096728,,
specpharm.co.za,lockbit2,2022-06-04 10:27:04.833766,,
wik-group.com,lockbit2,2022-06-04 10:27:07.172427,,
SilTerra - HACKED AND 1 TB DATA LEAKED WITH SOURCES AND NDA,lv,2022-06-04 11:27:34.819673,,
rosagroup,lockbit2,2022-06-04 20:47:19.836280,,
vainieritraspor...,lockbit2,2022-06-04 21:54:44.103468,,
bestattung-walz...,lockbit2,2022-06-05 19:28:31.973788,,
kansashighwaypa...,lockbit2,2022-06-05 19:28:35.305029,,
IBRCN.COM,lockbit2,2022-06-06 09:26:31.168235,,
hyatts.com,lockbit2,2022-06-06 09:26:34.313095,,
linmark.com,lockbit2,2022-06-06 09:26:36.368961,,
patralogistik.c...,lockbit2,2022-06-06 09:26:38.362522,,
sesver.gob.mx,lockbit2,2022-06-06 09:26:40.052152,,
kan,lockbit2,2022-06-06 16:36:17.313857,,
mandiant.com,lockbit2,2022-06-06 16:36:20.076856,,
VTVCAB,everest,2022-06-06 21:45:00.654024,,
https://www.equ...,lockbit2,2022-06-07 07:39:12.066390,,
gpml,lockbit2,2022-06-07 10:42:08.320729,,
equis.com,lockbit2,2022-06-07 12:43:40.812272,,
Alliance Steel,conti,2022-06-07 18:40:06.936435,,
Losberger De Boer,blackbasta,2022-06-07 23:44:46.130232,,
English Construction Company,blackbasta,2022-06-08 14:41:50.472799,,
Goodman Campbell Brain & Spine,hive,2022-06-08 17:51:09.452987,,
virtus-,lockbit2,2022-06-09 00:52:10.208053,,
Palermo,vicesociety,2022-06-09 00:52:25.373311,,
CAPECODRTA - HACKED AND DATA LEAKED,lv,2022-06-09 17:53:23.414554,,
kaisoten.co.jp,lockbit2,2022-06-09 20:43:46.015381,,
cargoexperts.eu,lockbit2,2022-06-10 10:33:43.773984,,
www.vectorinf.c...,lockbit2,2022-06-10 10:33:47.618342,,
Worldwide Flight Services,blackbasta,2022-06-10 11:34:13.232665,,
Tiroler Rohre GmbH,blackbasta,2022-06-10 14:36:31.037240,,
eivp-paris.fr,alphv,2022-06-10 21:33:17.545642,,
Metek Plc,everest,2022-06-11 02:04:50.736515,,
ses,lockbit2,2022-06-11 13:38:22.631388,,
The University of Pisa,alphv,2022-06-11 18:31:34.102957,,
sanvitale.r,lockbit2,2022-06-12 08:33:17.374746,,
slgienergy.com,lockbit2,2022-06-12 09:33:35.361556,,
SDZ Druck und Medien,blackbasta,2022-06-12 09:34:17.609111,,
Opal,blackbyte,2022-06-12 14:36:08.734064,,
ptg.com.au,lockbit2,2022-06-13 07:37:55.793470,,
etron,cuba,2022-06-13 18:03:04.929575,,
Grand Valley State University,vicesociety,2022-06-13 23:34:53.998021,,
Bernd Hösele Group,blackbasta,2022-06-14 06:36:00.370636,,
theallison.com,alphv,2022-06-14 11:33:50.229367,,
MOTOLUCLE.COM - HACKED AND DATA LEAKED,lv,2022-06-14 13:46:20.972826,,
SCHIFFMANS - HACKED AND DATA LEAKED,lv,2022-06-14 13:46:22.989444,,
Plainedge Public Schools,alphv,2022-06-14 13:46:26.810128,,
Metek PLC Files Leak,everest,2022-06-14 14:37:21.991913,,
SHOPRITE HOLDINGS LTD,ransomhouse,2022-06-14 16:35:31.423803,,
Medlab Pathology,quantum,2022-06-14 18:31:08.668229,,
M. Green and Company LLP,quantum,2022-06-14 18:31:11.099188,,
Purvis Industries,alphv,2022-06-14 18:31:15.308677,,
YMCA,quantum,2022-06-14 19:32:35.595894,,
Shred Station,quantum,2022-06-14 19:32:38.105601,,
gruppowasteital...,lockbit2,2022-06-14 22:35:28.150629,,
https://www.dgi...,lockbit2,2022-06-14 22:35:30.466124,,
enclosuresoluti,lockbit2,2022-06-14 23:30:06.715685,,
genusplc.com,lockbit2,2022-06-14 23:30:09.998829,,
medcoenergi.com,lockbit2,2022-06-14 23:30:12.291884,,
Magnum,vicesociety,2022-06-15 07:28:53.256645,,
RadiciGroup,blackbasta,2022-06-15 07:28:57.020250,,
dgi.gouv.ml,lockbit2,2022-06-15 08:29:04.120946,,
vanderpol's,alphv,2022-06-15 12:41:07.698279,,
MOLTOLUCE - HACKED AND DATA LEAKED,lv,2022-06-15 15:34:50.799615,,
Novelty Group,vicesociety,2022-06-15 23:30:52.523906,,
ardebolassessor,lockbit2,2022-06-16 07:25:25.761146,,
bestattung-,lockbit2,2022-06-16 14:27:43.237691,,
RG Alliance Group,quantum,2022-06-16 21:34:50.317954,,
bestatt,lockbit2,2022-06-17 10:37:18.384751,,
http://www.lund...,lockbit2,2022-06-17 15:44:00.822210,,
https://www.tb-...,lockbit2,2022-06-17 15:44:02.793729,,
keisei-,lockbit2,2022-06-17 16:31:12.141669,,
SOCOTEC,suncrypt,2022-06-18 02:21:01.442528,,
lundinroof.com,lockbit2,2022-06-18 15:49:56.422866,,
tb-kawashima.co...,lockbit2,2022-06-18 15:50:00.459854,,
vectorinf.com.b...,lockbit2,2022-06-18 15:50:03.085386,,
optoma,lockbit2,2022-06-19 09:44:59.425632,,
acac.com,lockbit2,2022-06-20 05:02:29.592225,,
emprint.com,lockbit2,2022-06-20 05:02:33.272992,,
plagepalace.com,lockbit2,2022-06-20 05:02:35.772779,,
kuwaitairways.c...,lockbit2,2022-06-20 16:36:28.191569,,
rhenus.group,lockbit2,2022-06-20 16:36:31.576571,,
builditinc.com,lockbit2,2022-06-20 19:43:46.711724,,
business.gov.om,lockbit2,2022-06-20 19:43:49.256389,,
agricolaandrea....,lockbit2,2022-06-21 06:41:40.856142,,
farmaciacirici....,lockbit2,2022-06-21 07:40:54.151620,,
sigma-alimentos...,lockbit2,2022-06-21 07:40:57.560555,,
Ospedale Macedonio Melloni,vicesociety,2022-06-21 15:44:07.664612,,
coteg-azam.fr,lockbit2,2022-06-21 16:39:32.500383,,
ecos-office.com,lockbit2,2022-06-21 16:39:34.298651,,
GRUPO mh,blackbasta,2022-06-21 21:36:36.772418,,
PARADOX,blackbasta,2022-06-21 21:36:39.264117,,
Crane Carrier Company,blackbasta,2022-06-21 21:36:41.155302,,
Mechanical Systems Company,blackbasta,2022-06-21 21:36:42.768615,,
Canaropa,blackbasta,2022-06-21 21:36:44.343588,,
Pilton Community College,vicesociety,2022-06-22 00:50:47.072234,,
PT Astra Honda Motor,vicesociety,2022-06-22 00:50:49.167636,,
Matco Electric,alphv,2022-06-22 11:35:48.825852,,
BAHRA ELECTRIC - HACKED AND MORE THEN 800 GB DATA LEAKED,lv,2022-06-22 20:43:23.590239,,
Reed Pope Law,alphv,2022-06-22 20:43:27.677659,,
COUNT+CARE | ENTEGA.DE,alphv,2022-06-22 21:41:43.119326,,
Arte Radiotelevisivo Argentino (Artear),hive,2022-06-23 13:50:17.240967,,
FAYAT,everest,2022-06-23 14:54:36.804787,,
Alphapointe,hive,2022-06-23 16:58:21.995654,,
nutis.com,alphv,2022-06-23 19:52:49.995585,,
New Leak: Northern Data Systems,ragnarlocker,2022-06-23 22:45:06.797307,,
New Leak: Prudential LTG.,ragnarlocker,2022-06-24 16:59:07.705115,,
oak-brook.org,lockbit2,2022-06-26 03:21:12.496613,,
Elbit Systems of America,blackbasta,2022-06-26 03:21:29.817359,,
Napa Valley College,blackbyte,2022-06-26 04:14:17.035223,,
Medical University of Innsbruck,vicesociety,2022-06-26 18:45:48.718020,,
r1group,cuba,2022-06-27 11:53:12.174609,,
Bonneville Collections,lorenz,2022-06-27 17:50:23.469854,,
Ministry of Agriculture Rebublic Indonesia,vicesociety,2022-06-27 21:44:54.942418,"Indonesia's rich natural resources are influenced by its tropical climate and geographical location between two continents, Asia and Australia, and two oceans, the Pacific Ocean and the Indian Ocean. Therefore, Indonesia is known as an agrarian country with a variety of products from agriculture, plantations, livestock, fisheries and forestry.",
datalit.it,lockbit2,2022-06-28 14:02:38.510305,,
Diskriter,hive,2022-06-28 14:03:01.546945,,
"SuperAlloy Industrial Co., Ltd.",hive,2022-06-28 14:03:03.417241,,
Sembcorp Marine - Unpay,cheers,2022-06-28 20:59:31.324223,,
lonseal.com,lockbit3,2022-06-29 03:18:09.653874,,
metroappliancesandmore.com,lockbit3,2022-06-29 03:18:11.738027,,
New Peoples Bank,blackbasta,2022-06-29 10:36:37.822410,,
Avante Health Solutions,quantum,2022-06-29 18:27:04.733152,,
Apex,snatch,2022-06-29 22:30:11.064016,,
Crupi Group,quantum,2022-06-30 00:35:14.867758,,
diodes.com,lockbit3,2022-06-30 00:35:19.996317,,
https://,cheers,2022-06-30 20:30:51.467965,,
Atlantic Dialysis Management Services,snatch,2022-06-30 22:33:16.293563,,
Continental Management,alphv,2022-07-01 08:32:06.456924,,
An International Shipping Company - Unpay,cheers,2022-07-01 08:32:10.584509,,
Amalfitana Gas Srl,everest,2022-07-01 14:30:31.339224,,
HANSA KONTAKT,alphv,2022-07-01 14:30:39.592122,,
sigma-alimentos.com,lockbit3,2022-07-01 18:30:21.993353,,
Rocky,hive,2022-07-02 18:45:57.960856,,
Cincinnati bell didn&rsquo;t pay the ransom,yanluowang,2022-07-02 18:46:02.242140,,
Walmart was encrypted,yanluowang,2022-07-02 18:46:03.757313,,
Big data dump from various organizations,yanluowang,2022-07-02 18:46:08.058597,,
Greetings to havi.com and tmsw.com,yanluowang,2022-07-02 18:46:09.788579,,
Shorr.com leakage,yanluowang,2022-07-02 18:46:12.949629,,
axelcium.com,lockbit3,2022-07-02 22:36:05.271029,,
slpcolombus.com,lockbit3,2022-07-02 22:36:09.049454,,
plravocats.fr,lockbit3,2022-07-02 22:36:13.843551,,
lesbureauxdelepargne.com,lockbit3,2022-07-02 22:36:16.767868,,
faacgroup.com,lockbit3,2022-07-02 22:36:18.834734,,
bosco-avocats.com,lockbit3,2022-07-02 22:36:20.597271,,
AG,hive,2022-07-03 08:38:48.204989,,
V2 Logistics Corp,blackbasta,2022-07-03 14:31:44.879324,,
CAPSONIC,blackbasta,2022-07-03 14:31:47.672570,,
NETWORK4CARS,hive,2022-07-04 08:35:30.329905,,
WWSTEELE,hive,2022-07-04 08:35:32.781123,,
Massy Distribution Limited,hive,2022-07-04 08:35:34.980901,,
YURTICIKARGO,hive,2022-07-04 08:35:36.851454,,
KDE,hive,2022-07-04 08:35:39.338959,,
AUM,hive,2022-07-04 08:35:40.995198,,
CAN.COM,hive,2022-07-04 08:35:43.222369,,
MHIRE,hive,2022-07-04 08:35:44.987026,,
DIRECTFERRIES,hive,2022-07-04 08:35:46.592267,,
Holland CPA,alphv,2022-07-04 10:38:45.599331,,
Hamlyns Limited,hive,2022-07-04 14:40:51.102084,,
Yurtiçi Kargo,hive,2022-07-04 18:30:58.972532,,
Vectalia group,vicesociety,2022-07-04 22:30:41.753435,,
"Wis-Pak, Inc",lorenz,2022-07-05 08:32:58.772835,,
Pontal Engineering Constructions and Developments,everest,2022-07-05 18:32:06.200042,,
Sinclair Wilson,alphv,2022-07-06 10:31:09.419746,,
adlerdisplay.com | Adler Display,alphv,2022-07-06 10:31:11.507045,,
DPP,blackbasta,2022-07-06 14:45:13.781483,,
cabbageinc.com,lockbit3,2022-07-06 14:45:17.446507,,
alpachem.com,lockbit3,2022-07-06 14:45:19.309887,,
Lamoille Health,blackbyte,2022-07-06 18:31:40.721083,,
Dusit D2 Kenz Hotel Dubai,alphv,2022-07-06 18:31:57.842770,,
Gatewayrehab,blackbyte,2022-07-06 20:26:46.206817,,
JBKLDMN,blackbasta,2022-07-06 20:27:08.500325,,
SCHMIDT Gruppe Service GmbH,blackbasta,2022-07-06 20:27:11.188540,,
LOSSEWERK,blackbasta,2022-07-06 20:27:13.666873,,
Roche Bobois,blackbasta,2022-07-06 20:27:15.542602,,
Jinny Beauty Supply,blackbasta,2022-07-06 20:27:18.556762,,
DEKIMO,blackbasta,2022-07-06 20:27:20.472835,,
Sierra Pacific Industries,blackbasta,2022-07-06 20:27:22.236412,,
TMI,blackbasta,2022-07-06 20:27:25.179008,,
MAIN,blackbasta,2022-07-06 20:27:27.261712,,
OLYMPIATILE,blackbasta,2022-07-06 20:27:29.267616,,
Wipro HealthPlan Services,blackbasta,2022-07-06 20:27:30.947532,,
LYDECKER,blackbasta,2022-07-06 20:27:33.052923,,
RENZEL,blackbasta,2022-07-06 22:22:56.286623,,
LOKALTOG,blackbasta,2022-07-06 22:22:58.504151,,
The Wiener Zeitung media group,blackbasta,2022-07-07 00:38:01.254926,,
carnbrea.com.au,lockbit3,2022-07-07 03:11:51.625293,,
stm-com-tw,cuba,2022-07-07 10:24:16.853084,,
lapostemobile.fr,lockbit3,2022-07-07 20:28:12.677219,,
OLYMPIA,blackbasta,2022-07-07 22:24:45.867923,,
acac.com,lockbit3,2022-07-08 16:27:46.343078,,
emprint.com,lockbit3,2022-07-09 06:23:08.982625,,
Hydraelectric,alphv,2022-07-11 10:27:34.622395,,
Bandai Namco,alphv,2022-07-11 10:27:37.409652,,
The Royal Commission for Riyadh City (RCRC),alphv,2022-07-11 12:30:05.486742,,
PSA,blackbyte,2022-07-11 14:19:06.684222,,
Pontal Engineering Constructions and Developments Files Leak,everest,2022-07-11 14:19:17.254380,,
Uppco,lorenz,2022-07-11 18:37:09.236588,,
Summit Care,ransomhouse,2022-07-11 18:37:31.112183,,
American International Industries,quantum,2022-07-12 08:32:15.729462,,
Podhurst Orseck,alphv,2022-07-12 22:20:45.587650,,
duda.com,alphv,2022-07-13 14:26:30.436930,,
Epec.PL - Lied about the absence of Leak,ragnarlocker,2022-07-13 18:24:46.434893,,
Authentic Brands Group,hive,2022-07-13 18:25:02.316788,,
GROUP4 AUSTRALIA,hive,2022-07-13 18:25:04.384645,,
APETITO,hive,2022-07-13 18:25:06.539833,,
Exela Technologies,hive,2022-07-13 18:25:08.207521,,
AdaptIT,hive,2022-07-13 18:25:10.579262,,
RTVCM,hive,2022-07-13 18:25:12.718681,,
SANDO,hive,2022-07-13 18:25:14.709287,,
Gresco,lorenz,2022-07-13 20:21:53.232449,,
Biothane usa,lorenz,2022-07-13 20:21:55.322042,,
"Van Ausdall & Farrar, inc",lorenz,2022-07-13 20:21:57.169973,,
Maxey Moverley,0mega,2022-07-14 00:20:20.176178,,
Mooresville Schools,bianlian,2022-07-14 00:20:23.051488,,
High Power Technical Services,bianlian,2022-07-14 00:20:25.175839,,
Anderson Insurance Associates,bianlian,2022-07-14 00:20:27.043896,,
Mackenzie Medical,bianlian,2022-07-14 00:20:28.845758,,
syredis.fr,redalert,2022-07-14 00:20:30.622287,,
etgworld.com,lockbit3,2022-07-14 07:56:17.529670,,
iis.ac.uk,lockbit3,2022-07-14 07:56:19.602727,,
vlp.nl,lockbit3,2022-07-14 07:56:21.507919,,
ZEUS Scientific,quantum,2022-07-14 14:36:48.187826,,
genusplc.com,lockbit3,2022-07-14 14:36:53.065651,,
RALLYE-DOM,hive,2022-07-14 16:26:46.536427,,
CITY-FURNITURE,hive,2022-07-14 16:26:48.963201,,
FMT,hive,2022-07-14 16:26:51.194474,,
Behavioral Health System,hive,2022-07-14 16:26:52.925010,,
frederickco.gov,lockbit3,2022-07-14 16:26:55.276190,,
Unisuper S.A.,alphv,2022-07-14 18:27:28.695457,,
"Duda Farm Fresh Foods  A. Duda & Sons , Inc.  Duda  A. Duda & Sons  Duda Farm Fresh Foods ",alphv,2022-07-14 18:27:33.983747,,
Rain the Growth Agency,bianlian,2022-07-14 22:31:12.425777,,
vahanen.com,redalert,2022-07-15 03:17:21.050503,,
Carrolls Irish Gifts,hive,2022-07-16 16:34:06.849925,,
Conway Electrics,bianlian,2022-07-16 20:35:21.215541,,
VERITAS Solicitors,bianlian,2022-07-16 20:35:23.310352,,
ISGEC Heavy Engineering,bianlian,2022-07-16 20:35:25.272293,,
sig.id,lockbit3,2022-07-17 02:08:51.125284,,
Dillon Precision Products,blackbasta,2022-07-18 09:43:40.943077,,
Wallwork Truck Center,blackbasta,2022-07-18 09:43:43.922085,,
KNAUF,blackbasta,2022-07-18 09:43:47.178024,,
An International Shipping Company - Paid,cheers,2022-07-18 12:41:56.092446,,
An British Financial Company -Unpay,cheers,2022-07-18 13:57:51.602815,,
aresfoods.ca,lockbit3,2022-07-18 14:53:32.703277,,
integrate.ch,lockbit3,2022-07-18 14:53:34.776689,,
bizframe.co.za,lockbit3,2022-07-18 16:42:55.008747,,
FederalBank / Fedfina,everest,2022-07-18 17:42:12.601341,,
Broshuis | Driving innovation,quantum,2022-07-18 23:50:01.142788,,
Autohaus,quantum,2022-07-19 08:36:15.111348,,
"Delon Hampton &amp; Associates, Chartered",quantum,2022-07-19 08:36:17.625957,,
clestra.com,lockbit3,2022-07-19 12:32:58.816277,,
columbiagrain.com,lockbit3,2022-07-19 12:33:00.873626,,
cpicfiber.com,lockbit3,2022-07-19 12:33:03.227488,,
fedefarma.com,lockbit3,2022-07-19 12:33:04.993057,,
madcoenergi.com,lockbit3,2022-07-19 12:33:06.801784,,
rovagnati.it,lockbit3,2022-07-19 12:33:08.508641,,
crbrandsinc.com,lockbit3,2022-07-19 14:39:26.244051,,
cristianaspinecenter.com,lockbit3,2022-07-19 14:39:28.339500,,
.com,bianlian,2022-07-19 17:37:40.217728,,
GENSCO Inc. - allows Leak,ragnarlocker,2022-07-19 18:32:22.659125,,
An Insurance Company,cheers,2022-07-19 18:32:38.955515,,
San Luis Coastal Unified,vicesociety,2022-07-19 20:38:00.436840,,
XQUADRAT GmbH,vicesociety,2022-07-19 20:38:03.380616,,
FederalBank/Fedfina.part2,everest,2022-07-20 00:53:46.810587,,
addconsult.nl,lockbit3,2022-07-20 09:41:47.308597,,
coastalmedps.com,lockbit3,2022-07-20 09:41:49.989113,,
competencia.com.ec,lockbit3,2022-07-20 10:34:04.535997,,
The Minka Group,blackbasta,2022-07-20 11:41:13.697553,,
COS2000,blackbasta,2022-07-20 12:44:47.461579,,
LaVan & Neidenberg,hive,2022-07-20 13:45:28.885709,,
keystonelegal.co.uk,redalert,2022-07-20 15:39:35.972986,,
lexingtonnational.com,lockbit3,2022-07-20 21:54:38.474428,,
mec.com,lockbit3,2022-07-20 21:54:40.506284,,
Edenfield,vicesociety,2022-07-20 22:52:46.716421,,
mwd.digital,lockbit3,2022-07-21 09:00:39.691236,,
ocrex.com,lockbit3,2022-07-21 10:59:14.763023,,
site-technology,cuba,2022-07-21 12:57:07.795500,,
a2-pas.fr,lockbit3,2022-07-21 12:57:17.274606,,
HANDLER Bau GmbH,alphv,2022-07-21 21:57:30.501759,,
CHDE POLSKA,vicesociety,2022-07-21 22:58:31.960753,,
FederalBank/Fedfina.part3,everest,2022-07-21 23:56:40.232737,,
bizebra.com,lockbit3,2022-07-22 08:55:33.083461,,
townofstmarys.com,lockbit3,2022-07-22 14:58:44.318708,,
zhulian.co.th,lockbit3,2022-07-22 14:58:46.998125,,
osde.com.ar,lockbit3,2022-07-22 18:50:59.769901,,
taylorstafford.com,lockbit3,2022-07-22 18:51:02.100379,,
"Yong Mao Environmental Tech. Co.,Ltd",lockbit3,2022-07-22 22:50:09.850076,,
laneprint.com.au,lockbit3,2022-07-22 22:50:11.938077,,
lanormandise.fr,lockbit3,2022-07-22 22:50:13.884624,,
roedeanschool.co.za,lockbit3,2022-07-23 08:50:21.380386,,
